,title,subtitle,author,publication_date,language,genre,resource_type,creation_date
2976,Shakespeare and the idea of the book,NaN,"Scott, Charlotte.",,English,bibliography,text,2006
2977,briefe and true report of the new found land of Virginia,NaN,"[['Harriot, Thomas'], ['Bry, Theodor de']]",,English,"['bibliography', 'government publication', 'History', 'Pictorial works', 'Illustrated works.', 'History.', 'Pictorial works.']",text,2006
2978,Rocks and hard places,the globalization of mining,"Moody, Roger",,English,bibliography,text,2007
2979,Souls of the Labadie tract,,"Howe, Susan",2007,English,"['text', 'Poetry', 'poetry.', 'Poetry', 'Poetry', 'Poésie.']",text,2007
2980,Massin,,"[['Wolff, Laetitia.'], ['Massin.']]",,English,"['bibliography', 'biography', 'Biographies', 'History']",text,2008
2981,Masnavi,NaN,"[['Jalāl al-Dīn Rūmī'], ['Mojaddedi, J. A. (Jawid Ahmad)']]",,English,"['bibliography', 'Poetry']",text,2007
2982,Agent of change,print culture studies after Elizabeth L. Eisenstein,"[['Baron, Sabrina A. (Sabrina Alcorn)'], ['Lindquist, Eric N.'], ['Shevlin, Eleanor F.']]",2007,English,"['bibliography', 'government publication', 'History']",text,2007
2983,Book art object,,"[['Codex Book Fair and Symposium (1st : 2007 : Berkeley, Calif.)'], ['Jury, David'], ['Koch, Peter Rutledge'], ['Codex Foundation']]",2008,English,"['catalog', 'biography', 'Conference papers and proceedings']",text,2008
2984,Inalcanzable,,"[['Morselli, Margarita'], ['Salcedo Centurión, Carlos'], ['Sánchez Haase, Diego'], ['Barrios Mangoré, Agustín'], ['Centro Cultural de la República EL CABILDO (Paraguay)'], ['Paraguay']]",2007,Spanish; Castilian,"['bibliography', 'biography', 'Exhibition catalogs']",text,2008
2985,Hinako-chan kyokubadan monogatari,NaN,"[['Nagashima, Shinji dd 1937-2005'], ['永島慎二']]",2007,Japanese,"['comic books.', 'comic strips.', 'Comics (Graphic works)', 'Graphic novels', 'Comics (Graphic works)', 'Graphic novels', 'Bandes dessinées.']",text,2009
2986,Maboroshi shōjo,NaN,"[['Umezu, Kazuo'], ['楳図かずお']]",2007,Japanese,"['comic strips.', 'comic books.', 'Comics (Graphic works)', 'Graphic novels', 'Comics (Graphic works)', 'Graphic novels', 'Bandes dessinées.']",text,2009
2987,How to write for a general audience,,"Kendall-Tackett, Kathleen A.",2007,English,bibliography,text,2007
2988,Aristophanes and the carnival of genres,NaN,"Platter, Charles",,English,"['bibliography', 'Criticism, interpretation, etc.']",text,2006
2989,Yong le wen yuan,Qing dai gong ting dian ji wen hua yi shu,"[['Gu gong bo wu yuan (China)'], ['Chen, Haoxing'], ['Museu de Arte de Macau'], ['故宮博物院 (China)'], ['陳浩星.']]",2007,Chinese,"['bibliography', 'government publication', 'text', 'Exhibition catalogs']",text,2009
2990,Mitochondrial biology,,"[['Chadwick, Derek'], ['Goode, Jamie'], ['Novartis Foundation']]",,English,"['bibliography', 'conference publication', 'Congress', 'Conference papers and proceedings']",text,2007
2991,Judaism of the Second Temple period,NaN,"Flusser, David",9999,English,"['bibliography', 'Criticism, interpretation, etc.', 'History']",text,2007
2992,St Margaret's gospel-book,the favourite book of an eleventh-century queen of Scots,"Rushforth, Rebecca.",,English,"['bibliography', 'biography', 'Specimens']",text,2006
2993,"Childcare, health, and mortality at the London Foundling Hospital, 1741-1800",,"Levene, Alysa",,English,"['bibliography', 'History']",text,2007
2994,Catalogue of Scandinavian books in the British Library printed before 1801,NaN,"Hogg, Peter C.",,English,"['bibliography', 'text', 'Bibliography', 'Catalog', 'bibliographies.', 'catalogs (documents)', 'Bibliographies', 'Catalogs', 'Bibliographies.', 'Catalogs', 'Bibliographies.', 'Catalogues.']",text,2007
2995,two books,,"[['Pedersen, Olaf.'], ['Coyne, George V.'], ['Sierotowicz, Tadeusz.']]",2007,English,bibliography,text,2007
2996,vital roots of European enlightenment,Ibn Tufayl's influence on modern Western thought,"Attar, Samar.",2007,English,"['bibliography', 'History']",text,2007
2997,Arab painting,,"Contadini, Anna",,English,"['bibliography', 'Conference papers and proceedings']",text,2007
2998,Romasu no kamisama,Umezu Kazuo gensō roman,"[['Umezu, Kazuo'], ['楳図かずお']]",2007,Japanese,"['comic strips.', 'comic books.', 'Comics (Graphic works)', 'Graphic novels', 'Comics (Graphic works)', 'Graphic novels', 'Bandes dessinées.']",text,2009
2999,Yadoribana,Umezu Kazuo gensō roman,"[['Umezu, Kazuo'], ['楳図かずお']]",2007,Japanese,"['comic books.', 'comic strips.', 'Comics (Graphic works)', 'Graphic novels', 'Comics (Graphic works)', 'Graphic novels', 'Bandes dessinées.']",text,2009
3000,birthday book,NaN,"[['Censorinus.'], ['Parker, Holt N.']]",,English,"['bibliography', 'Early works']",text,2006
3001,Highway 99,a literary journey through California's Great Central Valley,"[['Yogi, Stan'], ['Mak, Gayle'], ['Wakida, Patricia']]",2007,English,"['bibliography', 'Literary collections']",text,2007
3002,Bagels and grits,a Jew on the bayou,"Moses, Jennifer Anne",2007,English,"['biography', 'government publication', 'Biographies']",text,2007
3003,Zhuangzi,,"[['Höchsmann, Hyun.'], ['Yang, Guorong']]",2007,English,bibliography,text,2006
3004,Focused Access to XML Documents,,"[['Initiative for the Evaluation of XML Retrieval (Project)'], ['Fuhr, Norbert.'], ['Kamps, Jaap.'], ['Lalmas, Mounia.'], ['Trotman, Andrew.']]",2008,English,text,text,2010
3005,Gospel of Judas,"together with the Letter of Peter to Philip, James, and a Book of Allogenes from Codex Tchacos : critical edition","[['Kasser, Rodolphe'], ['Wurst, Gregor']]",2007,English,History,text,2007
3006,There is an anger that moves,,"Miller, Kei",,English,"['Poetry', 'poetry.', 'Poetry', 'Poetry', 'Poésie.']",text,2008
3007,"Itō Gikyō-shi tensha honʼyaku ""Dēnkarudo""",NaN,"[['Itō, Gikyō'], ['Aoki, Takeshi'], ['伊藤義教'], ['青木健']]",9999,Japanese,"['government publication', 'Sacred books']",text,2008
3008,From Almeloveen to Whittington,,"[['Stoddard, Roger E. (Roger Eliot)'], ['Ong, George'], ['Kelly, Jerry'], ['Grolier Club']]",2007,English,"['bibliography', 'text', 'still image', 'History', 'Exhibition catalogs', 'Exhibition catalogues.', 'Private press books (Printing)', 'Typefaces (Type evidence)-Van Dijck.', 'Strathmore (Paper).', 'Typefaces (Type evidence)-Van Dijck.']",text,2007
3009,Writing for social scientists,,"[['Becker, Howard S. (Howard Saul)'], ['Richards, Pamela']]",,English,"['bibliography', 'Electronic books.']",text,2007
3010,Nihon shoseki shōshi,Meiji Taishō Shōwa senzenki,"[['Ōkubo, Hisao'], ['大久保久雄.']]",2007,Japanese,"['directory', 'biography', 'Biographies', 'Directories', 'History', 'Directories']",text,2008
3011,Azaleas,a book of poems,"[['Kim, So-wŏl'], ['McCann, David R. (David Richard)']]",2007,English,"['bibliography', 'Translations']",text,2006
3012,future of indigenous museums,,"Stanley, Nick",,English,bibliography,text,2007
3013,Legislating without experience,,"Farmer, Rick",2007,English,bibliography,text,2007
3014,Rogue male,,"[['Household, Geoffrey'], ['Nelson, Victoria']]",2007,English,"['bibliography', 'Suspense fiction.', 'Fiction', 'Suspense fiction']",text,2007
3015,Commerce and print in the early Reformation,,"Fudge, John D.",,English,"['bibliography', 'History']",text,2006
3016,book of Psalms,a translation with commentary,"Alter, Robert",2007,English,"['bibliography', 'Commentaries', 'Commentaries.']",text,2007
3017,complete Stanislavsky toolkit,,"Merlin, Bella",2007,English,bibliography,text,2007
3018,Freshwater heritage,,"Bamford, Don.",2007,English,"['bibliography', 'History', 'History.']",text,2007
3019,Bipolar orders,,"Lynn, Hyung Gu",,English,"['bibliography', 'History']",text,2007
3020,21-seiki shōnen =,Twenty-first century boys,"[['Urasawa, Naoki'], ['浦沢直樹']]",2007,Japanese,"['comic strip', 'Graphic novels-Japan.']",text,2007
3021,Hommage à moi,,"Stangl, Burkhard",2011,German,"['bibliography', 'text', 'performed music', 'two-dimensional moving image', 'interviews.', 'Interviews', 'Interviews', 'Interviews.']",text,2014
3022,"illustrated Old English Hexateuch, Cotton Claudius B.iv",,"[['Withers, Benjamin C.'], ['British Library'], ['British Library']]",,English,"['bibliography', 'CD-ROMs.', 'Facsimiles', 'History', 'Illustrated works']",text,2006
3023,Otōsan no neji,NaN,"[['Watanabe, Kazuhiro'], ['渡辺和博']]",2007,Japanese,"['text', 'still image']",text,2020
3024,Some forms of availability,critical passages on the book and publication,"[['Cutts, Simon'], ['Granary Books (Firm)'], [""RGAP (Research Group for Artists' Publications)""]]",,English,"['bibliography', ""artists' books (books)"", ""Artists' books"", ""Artists' books"", ""Livres d'artistes.""]",text,2007
3025,"Law, war and crime",,"Simpson, Gerry J.",,English,bibliography,text,2006
3026,Dynamics of cancer,,"Frank, Steven A.",2007,English,"['bibliography', 'text', 'Fulltext.', 'Internet Resource.', 'Electronic books.', 'Electronic books.']",text,2007
3027,Beyond the gymnasium,,"Lempa, Heikki",2007,English,"['bibliography', 'History']",text,2006
3028,Disputing Christianity,,"Popkin, Richard H. (Richard Henry)",,English,"['bibliography', 'Apologetic writings', 'Controversial literature', 'Kritische Darstellung', 'Quelle', 'Apologetic writings', 'Écrits apologétiques.']",text,2005
3029,Behind the man,"John Laurie, Ruth Gorman, and the Indian vote in Canada","[['Gorman, Ruth'], ['Pannekoek, Frits']]",2007,English,"['bibliography', 'biography', 'Biographies', 'History', 'Biographies', 'History.']",text,2007
3030,great books,,"O'Hear, Anthony",,English,bibliography,text,2007
3031,E.J. Hughes book of boats,NaN,"Amos, Robert",2020,English,"['text', 'still image']",text,2020
3032,Secret talks between Tokyo and Washington,"the memoirs of Miyazawa Kiichi, 1949-1954","[['Miyazawa, Kiichi'], ['Eldridge, Robert D.']]",2007,English,"['bibliography', 'biography', 'History']",text,2006
3033,Crossing Jordan ,,"Levy, Thomas Evan",,English,"['bibliography', 'History']",text,2007
3034,book of Irish American poetry,,"Tobin, Daniel",2007,English,"['bibliography', 'Poetry', 'Anthologie.']",text,2006
3035,Late Roman African urbanism,,"Sears, Gareth",,English,"['bibliography', 'History']",text,2007
3036,Manuscripts from the Anglo-Saxon age,,"Brown, Michelle (Michelle P.)",2007,English,"['bibliography', 'History']",text,2008
3037,fiddle pulled from the throat of a sparrow,,"Gordon, Noah Eli",,English,NaN,text,2006
3038,All out!,,"[['Ellis, Albert'], ['Joffe-Ellis, Debbie']]",2010,English,"['bibliography', 'biography', 'Biography', 'Biographies', 'Biographies.']",text,2009
3039,W.E.B. Du Bois and the problems of the twenty-first century,,"Rabaka, Reiland",2007,English,bibliography,text,2006
3040,Confrontation over Taiwan,nineteenth-century China and the powers,"Gordon, Leonard H. D.",2007,English,"['bibliography', 'History']",text,2007
3041,"60 years of book publishing in India, 1947-2007",NaN,"[['Malhotra, D. N.'], ['Federation of Indian Publishers']]",,English,"['bibliography', 'History']",text,2007
3042,Moral understandings,,"Walker, Margaret Urban",,English,bibliography,text,2006
3043,"making of Our bodies, ourselves",how feminism travels across borders,"Davis, Kathy",,English,"['bibliography', 'Cross-cultural studies', 'Cross-cultural studies.']",text,2007
3044,Ghana,,"Boafo-Arthur, Kwame.",,English,"['bibliography', 'Aufsatzsammlung.']",text,2006
3045,Rome's Mediterranean empire,books forty-one to forty-five and the Periochae,"[['Livy'], ['Chaplin, Jane D.']]",,English,"['bibliography', 'History', 'Translations']",text,2007
3046,book of Ebenezer le Page,,"[['Edwards, G. B. (Gerald Basil)'], ['Fowles, John']]",2007,English,Fiction,text,2007
3047,Art of William Steig,,"[['Nahson, Claudia J.'], ['Cottingham, Robert'], ['Steig, William'], ['Jewish Museum (New York, N.Y.)']]",2007,English,"['bibliography', 'biography', 'Exhibition catalogs']",text,2007
3048,Poetry as insurgent art,,"[['Ferlinghetti, Lawrence'], ['New Directions Publishing']]",,English,"['bibliography', 'Poetry']",text,2007
3049,Singing with angels,"liturgy, music, and art in the Gradual of Gisela von Kerssenbrock","[['Oliver, Judith (Judith H.)'], ['Gisela']]",2007,English,"['bibliography', 'Illustrated works']",text,2006
3050,Faint praise,the plight of book reviewing in America,"Pool, Gail",2007,English,"['bibliography', 'government publication']",text,2007
3051,Shai le-Śarah Yafet,"meḥḳarim ba-Miḳra, be-farshanuto uvi-leshono","[['Bar-Asher, Mosheh'], ['Wazana, Nili'], ['Tov, Emanuel'], ['Rom-Shiloni, Dalit']]",,Hebrew,"['Criticism, interpretation, etc.', 'History']",text,2008
3052,Fraternity Gang Rape,,"[['Sanday, Peggy Reeves'], ['Forer, Judge Lois G.']]",2007,English,"['dictionary', 'government publication', 'text']",text,2024
3053,little book of guesses,,"[['Gallaher, John'], ['Four Way Books']]",2007,English,American poetry-21st century.,text,2007
3054,Livres d'Arménie,,"[['Vernay-Nouri, Annie'], ['Vernay-Nouri, Annie'], ['Bibliothèque nationale de France']]",,French,"['bibliography', 'Catalogs', 'Exhibition catalogs']",text,2007
3055,Aoi hanabira,NaN,"[['Matsumoto, Reiji'], ['松本零士']]",2007,Japanese,"['Comics (Graphic works)', 'Graphic novels', 'Comics (Graphic works)', 'Graphic novels', 'Bandes dessinées.']",text,2009
3056,"manual for writers of research papers, theses, and dissertations",Chicago style for students and researchers,"Turabian, Kate L.",,English,"['bibliography', 'Handbook', 'Handboeken (vorm)', 'Handbooks and manuals', 'Reference works', 'Handbook', 'Handbooks and manuals.', 'Reference works', 'Handbooks and manuals.', 'Reference works.']",text,2006
3057,Earth magic,,"[['Timm, Jill'], ['Edison, Julian I.'], ['Julian I. Edison Collection of Miniature Books'], ['Mystical Places Press']]",2007,English,"['text', 'still image', 'Miniature books', 'Pictorial works', 'Specimens', 'Miniature books.', 'Accordian fold format', ""Artists' books"", 'Crushed-finished papers']",text,2008
3058,Judging a book by its cover,,"[['Matthews, Nicole.'], ['Moody, Nickianne.']]",2007,English,bibliography,text,2007
3059,book of the Duchess,NaN,"[['Chaucer, Geoffrey'], ['Richmond, E. B.']]",,English,Poetry,text,2008
3060,"professional literary agent in Britain, 1880-1920",,"Gillies, Mary Ann",2007,English,"['bibliography', 'biography', 'Biographies', 'History']",text,2008
3061,On the move,,"Bronfman, Alejandra",,English,"['bibliography', 'History']",text,2007
3062,Classical books,,"[['Stray, Christopher.'], ['University of London']]",,English,"['bibliography', 'conference publication', 'Conference papers and proceedings']",text,2008
3063,Athens victorious,,"Recco, Greg",2007,English,"['bibliography', 'History']",text,2007
3064,Commerce in Culture,The Sibao Book Trade in the Qing and Republican Periods,"Brokaw, Cynthia J.",2007,English,"['bibliography', 'text']",text,2022
3065,Culture counts,,"Scruton, Roger",2007,English,bibliography,text,2006
3066,"France and the construction of Europe, 1944-2007",,"Sutton, Michael",,English,bibliography,text,2007
3067,geographic cure,,"[['Dudley, Ellen'], ['Four Way Books']]",2007,English,Poetry,text,2007
3068,Of song and water,,"Coulson, Joseph",2007,English,Fiction,text,2006
3069,"Zell, we hardly knew ye",,"Hornsby, Alton.",2007,English,"['bibliography', 'biography', 'Biographies', 'Biographies']",text,2006
3070,architecture reader,,"Sykes, Krista",,English,bibliography,text,2006
3071,Mechanics from Aristotle to Einstein,,"Crowe, Michael J.",2007,English,"['bibliography', 'History']",text,2007
3072,Russkai͡a knizhnai͡a grafika XX veka iz chastnykh sobranii,katalog pervoĭ vystavki,"[['Chapkina, M. (Marii͡a)'], ['Chapkina-Ruta, S.'], ['T͡Sentralʹnyĭ dom khudozhnika (Russia)']]",2007,Russian,catalog,text,2010
3073,boxer,,"[['Kleist, Reinhard'], ['Small Press Expo Collection (Library of Congress)']]",2014,English,"['biography', 'text', 'still image', 'Graphic novels-Juvenile literature.', 'Comics (Graphic works)', 'Biographical comics', 'Graphic novels', 'Graphic novels.', 'Graphic novels', 'Biographical comics', 'Graphic novels', 'Biographical comics', 'Bandes dessinées biographiques.', 'Graphic novels-Juvenile literature.', 'Graphic novels-Germany.', 'Graphic novels.', 'Comics (Graphic works)']",text,2015
3074,Under the influence,the concept of influence and the study of illuminated manuscripts,"[['Lowden, John'], ['Bovey, Alixe']]",,English,"['bibliography', 'History']",text,2008
3075,Mŏsŭlmaen kwa mŏsŭl maenia =,Muscleman,"[['Kwak, Ki-hyŏk'], ['곽기혁']]",2007,Korean,"['text', 'still image', 'two-dimensional moving image', 'Graphic novels', 'Graphic novels']",text,2016
3076,book in the Jewish world,1700-1900,"Gries, Zeev",,English,"['bibliography', 'History']",text,2006
3077,scented fox,,"Browne, Laynie",2007,English,NaN,text,2007
3078,Shiroato ni hisokani atsumare,NaN,"[['Umezu, Kazuo'], ['楳図かずお']]",2007,Japanese,"['comic books.', 'comic strips.', 'Comics (Graphic works)', 'Graphic novels', 'Comics (Graphic works)', 'Graphic novels', 'Bandes dessinées.']",text,2009
3079,Religious culture in modern Mexico,,"Nesvig, Martin Austin",2007,English,bibliography,text,2006
3080,1857 revisited,based on Persian and Urdu documents,"Azizuddin Husain, S. M.",,English,"['bibliography', 'History', 'Sources']",text,2007
3081,Adult learners welcome here,,"Weibel, Marguerite Crowley.",2007,English,"['bibliography', 'Problems and exercises']",text,2006
3082,medieval flower book,,"[['Fisher, Celia'], ['British Library']]",,English,"['bibliography', 'Archives', 'History']",text,2007
