,title,subtitle,author,publication_date,languge,genre
3627,Wired up wrong,,"Smith, Rachael",2022,English,"['biography', 'text', 'still image', 'Autobiographical comic books, strips, etc.', 'Autobiography', 'autobiographies (literary genre)', 'Nonfiction comics', 'Graphic novels', 'Comics (Graphic works)', 'Autobiographies', 'Autobiographical comics', 'Graphic novels', 'Comics (Graphic works)', 'Autobiographical comics', 'Nonfiction comics', 'Autobiographies', 'Bandes dessinées autobiographiques.', 'Bandes dessinées autres que de fiction.', 'Bandes dessinées.', 'Autobiographies.']"
3628,Collision center,,"[['Stoltz, Mike'], ['Artist Publishing Collection'], ['Pegacorn Press'], ['Knust Press']]",2022,English,"['still image', 'Risographs', 'Specimens', 'Risographs', ""Artists' books."", ""Artists' books."", 'Miniature books.', 'Risographies.']"
3629,first books of David Henderson & Mary Korte,,"[['Cushing, Iris'], ['Ugly Duckling Presse'], ['McNaughton & Gunn (Firm)']]",2020,English,"['essay', 'text', 'still image', 'Literary criticism', 'History', 'Criticism, interpretation, etc.', 'Literary criticism', 'Critiques littéraires.']"
3630,Piecing together systematic reviews and other evidence syntheses,,"[['Foster, Margaret J.'], ['Jewell, Sarah T.']]",2022,English,"['bibliography', 'text']"
3631,subjects of literary and artistic copyright,,"[['Bonadio, Enrico'], ['Sappa, Cristiana'], ['Edward Elgar Publishing']]",2022,English,"['bibliography', 'text', 'Electronic books.']"
3632,Sources for a Better Education,,K,2022,English,text
3633,Domestic Abuse Disclosure Schemes,,G,2022,English,text
3634,European Arrest Warrant and EU Citizenship,,G,2022,English,text
3635,Painted Triptychs of Fifteenth-Century Germany,,"Jacobs, Lynn F.",2022,English,"['dictionary', 'government publication', 'text']"
3636,Hearing Sexism,,"[['Müller, LJ'], ['Mariann Steegmann Foundation']]",2022,English,"['dictionary', 'government publication', 'text']"
3637,Approaches to Language and Culture,,"[['Aĭkhenvalʹd, A. I︠U︡. (Aleksandra I︠U︡rʹevna)'], ['Ameka, Felix K.'], ['Amha, Azeb'], ['Bauer, Anastasia'], ['Bradley, David'], ['Dimmendaal, Gerrit J.'], ['Enfield, N. J.'], ['Fleming, Luke'], ['Głaz, Adam'], ['Hellwig, Birgit'], ['Hollington, Andrea'], ['Jim, Rex Lee'], ['Kroskrity, Paul V.'], ['Meyer, Christian'], ['Mitchell, Alice'], ['Mohr, Susanne'], ['Nassenstein, Nico'], ['Nassenstein, Nico'], ['Ponsonnet, Maïa'], ['Quasinowski, Benjamin'], ['Rumsey, Alan'], ['Sidnell, Jack'], ['Singer, Ruth'], ['Sinha, Vera da Silva'], ['Storch, Anne'], ['Tavárez, David'], ['Tomlinson, Matt'], ['Underhill, James W.'], ['Völkel, Svenja'], ['Völkel, Svenja'], ['Webster, Anthony K.']]",2022,English,"['dictionary', 'government publication', 'text']"
3638,"Zusetsu, Edo no karuchā, kyōyōsho, jitsuyōsho no sekai",NaN,"[['Fukamitsu, Fujio'], ['深光富士男']]",2022,Japanese,"['bibliography', 'text', 'History']"
3639,Shou wang shu xiang,jiang nan cang shu wen hua yan jiu lun wen ji,"[['Jinshan Qu (Shanghai, China)'], ['金山区 (Shanghai, China) )']]",2022,Chinese,"['bibliography', 'text', 'History']"
3640,Kim Ki-t'ae ŭi ch'op'anbon iyagi,uri ch'aek ŭi kŭnwŏn ŭl ch'aja kanŭn chŭlgŏun toksŏ yŏhaeng,"[[""Kim, Ki-t'ae""], ['김 기태']]",2022,Korean,"['bibliography', 'text', 'Reviews']"
